Age,Rate
0,0.0228189149560117
1,0.0228189149560117
2,0.0228189149560117
3,0.0228189149560117
4,0.0228189149560117
5,0.00484025506327023
6,0.00484025506327023
7,0.00484025506327023
8,0.00484025506327023
9,0.00484025506327023
10,0.00484025506327023
11,0.00484025506327023
12,0.00484025506327023
13,0.00484025506327023
14,0.00484025506327023
15,0.00271833429728167
16,0.00271833429728167
17,0.00271833429728167
18,0.00271833429728167
19,0.00271833429728167
20,0.00271833429728167
21,0.00271833429728167
22,0.00271833429728167
23,0.00271833429728167
24,0.00271833429728167
25,0.00271833429728167
26,0.00271833429728167
27,0.00271833429728167
28,0.00271833429728167
29,0.00271833429728167
30,0.00271833429728167
31,0.00271833429728167
32,0.00271833429728167
33,0.00271833429728167
34,0.00271833429728167
35,0.00271833429728167
36,0.00271833429728167
37,0.00271833429728167
38,0.00271833429728167
39,0.00271833429728167
40,0.00271833429728167
41,0.00271833429728167
42,0.00271833429728167
43,0.00271833429728167
44,0.00271833429728167
45,0.00271833429728167
46,0.00271833429728167
47,0.00271833429728167
48,0.00271833429728167
49,0.00271833429728167
50,0.00204525118241084
51,0.00204525118241084
52,0.00204525118241084
53,0.00204525118241084
54,0.00204525118241084
55,0.00204525118241084
56,0.00204525118241084
57,0.00204525118241084
58,0.00204525118241084
59,0.00204525118241084
60,0.00204525118241084
61,0.00204525118241084
62,0.00204525118241084
63,0.00204525118241084
64,0.00204525118241084
65,0.00707844468146999
66,0.00707844468146999
67,0.00707844468146999
68,0.00707844468146999
69,0.00707844468146999
70,0.00707844468146999
71,0.00707844468146999
72,0.00707844468146999
73,0.00707844468146999
74,0.00707844468146999
75,0.018449264522563
76,0.018449264522563
77,0.018449264522563
78,0.018449264522563
79,0.018449264522563
80,0.018449264522563
81,0.018449264522563
82,0.018449264522563
83,0.018449264522563
84,0.018449264522563
85,0.018449264522563
86,0.018449264522563
87,0.018449264522563
88,0.018449264522563
89,0.018449264522563
90,0.018449264522563
91,0.018449264522563
92,0.018449264522563
93,0.018449264522563
94,0.018449264522563
95,0.018449264522563
96,0.018449264522563
97,0.018449264522563
98,0.018449264522563
99,0.018449264522563
